CiexKey,IdCiex,Ciex,DescCiex,Categoria,Grupo,Capitulo
86,A158,"Otras Tuberculosis Respiratorias, Confirmadas Bacteriologica e Histologicamente","A158 - Otras Tuberculosis Respiratorias, Confirmadas Bacteriologica e Histologicamente","A15 - TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENT",(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
87,A159,"Tuberculosis Respiratoria no Especificada, Confirmada Bacteriologica e Histologicamente","A159 - Tuberculosis Respiratoria no Especificada, Confirmada Bacteriologica e Histologicamente","A15 - TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENT",(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
88,A160,TBC Pulmonar Bk (-) Cultivo (-),A160 - TBC Pulmonar Bk (-) Cultivo (-),"A16 - TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAM",(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
89,A161,"Tuberculosis del Pulmon, sin Examen Bacteriologico e Histologico","A161 - Tuberculosis del Pulmon, sin Examen Bacteriologico e Histologico","A16 - TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAM",(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
90,A162,"Tuberculosis del Pulmon, sin Mencion de Confirmacion Bacteriologica o Histologica","A162 - Tuberculosis del Pulmon, sin Mencion de Confirmacion Bacteriologica o Histologica","A16 - TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAM",(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
91,A163,"Tuberculosis de Ganglios Linfaticos Intratoracicos, sin Mencion de Confirmacion Bacterio","A163 - Tuberculosis de Ganglios Linfaticos Intratoracicos, sin Mencion de Confirmacion Bacterio","A16 - TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAM",(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
92,A164,"Tuberculosis de Laringe, Traquea y Bronquios, sin Mencion de Confirmacion Bacteriologica","A164 - Tuberculosis de Laringe, Traquea y Bronquios, sin Mencion de Confirmacion Bacteriologica","A16 - TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAM",(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
93,A165,"Pleuresia Tuberculosa, sin Mencion de Confirmacion Bacteriologica o Histologica","A165 - Pleuresia Tuberculosa, sin Mencion de Confirmacion Bacteriologica o Histologica","A16 - TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAM",(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
94,A167,"Tuberculosis Respiratoria Primaria, sin Mencion de Confirmacion Bacteriologica o Histolo","A167 - Tuberculosis Respiratoria Primaria, sin Mencion de Confirmacion Bacteriologica o Histolo","A16 - TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAM",(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
95,A168,"Otras Tuberculosis Respiratorias, sin Mencion de Confirmacion","A168 - Otras Tuberculosis Respiratorias, sin Mencion de Confirmacion","A16 - TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAM",(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
96,A169,TBC Respiratoria no Especificada / TBC Pulmonar sin Baciloscopia,A169 - TBC Respiratoria no Especificada / TBC Pulmonar sin Baciloscopia,"A16 - TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAM",(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
97,A170,Meningitis Tuberculosa (G01*),A170 - Meningitis Tuberculosa (G01*),A17 - TUBERCULOSIS DEL SISTEMA NERVIOSO,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
98,A171,Tuberculoma Meningeo (G07*),A171 - Tuberculoma Meningeo (G07*),A17 - TUBERCULOSIS DEL SISTEMA NERVIOSO,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
99,A178,Otras Tuberculosis del Sistema Nervioso,A178 - Otras Tuberculosis del Sistema Nervioso,A17 - TUBERCULOSIS DEL SISTEMA NERVIOSO,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
100,A1782,Meningitis Tuberculosa,A1782 - Meningitis Tuberculosa,A17 - TUBERCULOSIS DEL SISTEMA NERVIOSO,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
101,A179,"Tuberculosis del Sistema Nervioso, no Especificada (G99.8*)","A179 - Tuberculosis del Sistema Nervioso, no Especificada (G99.8*)",A17 - TUBERCULOSIS DEL SISTEMA NERVIOSO,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
102,A180,Tuberculosis de Huesos y Articulaciones,A180 - Tuberculosis de Huesos y Articulaciones,A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
103,A1801,"TBC de Huesos y Articulaciones, sin Confirmacion Bacteriologica e Histopatologica","A1801 - TBC de Huesos y Articulaciones, sin Confirmacion Bacteriologica e Histopatologica",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
104,A1802,"TBC de Huesos y Articulaciones, Confirmado con Histopatologia","A1802 - TBC de Huesos y Articulaciones, Confirmado con Histopatologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
105,A1803,"TBC de Huesos y Articulaciones, Confirmado Co Bacteriologia","A1803 - TBC de Huesos y Articulaciones, Confirmado Co Bacteriologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
106,A181,Tuberculosis del Aparato Genitourinario,A181 - Tuberculosis del Aparato Genitourinario,A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
107,A1811,"TBC del Aparato Genitourinario, sin Confirmacion Bacteriologica e Histopatologica","A1811 - TBC del Aparato Genitourinario, sin Confirmacion Bacteriologica e Histopatologica",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
108,A1812,"TBC del Aparato Genitourinairo, Confirmado con Histopatologia","A1812 - TBC del Aparato Genitourinairo, Confirmado con Histopatologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
109,A1813,"TBC del Aparato Genitourinario, Confirmado con Bacteriologia","A1813 - TBC del Aparato Genitourinario, Confirmado con Bacteriologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
110,A182,Linfadenopatia Periferica Tuberculosa,A182 - Linfadenopatia Periferica Tuberculosa,A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
111,A1821,"Linfadenopatia Periferica Tuberculosa,Sin Confirmacion Bacteriologica e Histopatologica","A1821 - Linfadenopatia Periferica Tuberculosa,Sin Confirmacion Bacteriologica e Histopatologica",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
112,A1822,"Linfadenopatia Periferica Tuberculosa, Confirmado con Histopatologia","A1822 - Linfadenopatia Periferica Tuberculosa, Confirmado con Histopatologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
113,A1823,"Linfadenopatia Periferica Tuberculosa, Confirmado con Bacteriologia","A1823 - Linfadenopatia Periferica Tuberculosa, Confirmado con Bacteriologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
114,A183,"Tuberculosis de los Intestinos, el Peritoneo y los Ganglios Mesentericos","A183 - Tuberculosis de los Intestinos, el Peritoneo y los Ganglios Mesentericos",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
115,A1831,"Tuberculosis de los Intestinos,El Peritoneo y Ganglios Mesentericos,Sin Cofirm.Bacterio.","A1831 - Tuberculosis de los Intestinos,El Peritoneo y Ganglios Mesentericos,Sin Cofirm.Bacterio.",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
116,A1832,"Tuberculosis de los Intestinos,El Peritoneo y Ganglios Mesentericos Confirmado con Histo","A1832 - Tuberculosis de los Intestinos,El Peritoneo y Ganglios Mesentericos Confirmado con Histo",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
117,A1833,"Tuberculosis de los Intestinos,El Peritoneo y Ganglios Mesentericos,Confirmado con Bacte","A1833 - Tuberculosis de los Intestinos,El Peritoneo y Ganglios Mesentericos,Confirmado con Bacte",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
118,A184,Tuberculosis de la Piel y el Tejido Subcutaneo,A184 - Tuberculosis de la Piel y el Tejido Subcutaneo,A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
119,A1841,"Tuberculosis de la Piel y el Tejido Subcutaneo,Sin Confirmacion Bacteriologica e Histopa","A1841 - Tuberculosis de la Piel y el Tejido Subcutaneo,Sin Confirmacion Bacteriologica e Histopa",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
120,A1842,"Tuberculosis de la Piel y el Tejido Subcutaneo, Confirmado con Histopatologia","A1842 - Tuberculosis de la Piel y el Tejido Subcutaneo, Confirmado con Histopatologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
121,A1843,"Tuberculosis de la Piel y el Tejido Subcutaneo, Confirmado con Bacteriologia","A1843 - Tuberculosis de la Piel y el Tejido Subcutaneo, Confirmado con Bacteriologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
122,A185,Tuberculosis del Ojo,A185 - Tuberculosis del Ojo,A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
123,A1851,"Tuberculosis del Ojo, sin Confirmacion Bacteriologica e Histopatologica","A1851 - Tuberculosis del Ojo, sin Confirmacion Bacteriologica e Histopatologica",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
124,A1852,"Tuberculosis del Ojo, Confirmado con Histopatologia","A1852 - Tuberculosis del Ojo, Confirmado con Histopatologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
125,A1853,"Tuberculosis del Ojo, Confirmaco con Bacteriolog°a","A1853 - Tuberculosis del Ojo, Confirmaco con Bacteriolog°a",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
126,A186,Tuberculosis del Oido,A186 - Tuberculosis del Oido,A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
127,A1861,"Tuberculosis del Oido, sin Confirmacion Bacteriologica e Histopatologica","A1861 - Tuberculosis del Oido, sin Confirmacion Bacteriologica e Histopatologica",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
128,A1862,"Tuberculosis del Oido, Confirmado con Histopatologia","A1862 - Tuberculosis del Oido, Confirmado con Histopatologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
129,A1863,"Tuberculosis del Oido, Confirmado con Bacteriologia","A1863 - Tuberculosis del Oido, Confirmado con Bacteriologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
130,A187,Tuberculosis de Glandulas Suprarrenales (E35.1*),A187 - Tuberculosis de Glandulas Suprarrenales (E35.1*),A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
131,A1871,"Tuberculosis de Glandulas Suprarrenales,Sin Confirmacion Bacteriologica e Histopatologic","A1871 - Tuberculosis de Glandulas Suprarrenales,Sin Confirmacion Bacteriologica e Histopatologic",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
132,A1872,"Tuberculosis de Glandulas Suprarrenales, Confirmado con Bacteriologia","A1872 - Tuberculosis de Glandulas Suprarrenales, Confirmado con Bacteriologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
133,A1873,"Tuberculosis de Glandulas Suprarrenales, Confirmado con Bacteriologia","A1873 - Tuberculosis de Glandulas Suprarrenales, Confirmado con Bacteriologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
134,A188,Tuberculosis de otros Organos Especificados,A188 - Tuberculosis de otros Organos Especificados,A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
135,A1881,"Tuberculosis de otros Organos Especificados, sin Confirmacion Bacteriologica e Histopato","A1881 - Tuberculosis de otros Organos Especificados, sin Confirmacion Bacteriologica e Histopato",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
136,A1882,"Tuberculosis de otros Organos Especificados,  Confirmado con Histopatologia","A1882 - Tuberculosis de otros Organos Especificados,  Confirmado con Histopatologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
137,A1883,"Tuberculosis de otros Organos Especificados, Confirmado con Bacteriologia","A1883 - Tuberculosis de otros Organos Especificados, Confirmado con Bacteriologia",A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
138,A1891,TB Extrapulmonar sin Confirmacion,A1891 - TB Extrapulmonar sin Confirmacion,A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
139,A1892,TB Extrapulmonar con Confirmacion Histopatologica,A1892 - TB Extrapulmonar con Confirmacion Histopatologica,A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
140,A1893,TB Extrapulmonar con Confirmacion Bacteriologica,A1893 - TB Extrapulmonar con Confirmacion Bacteriologica,A18 - TUBERCULOSIS DE OTROS ORGANOS,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
141,A190,Tuberculosis Miliar Aguda de un Solo Sitio Especificado,A190 - Tuberculosis Miliar Aguda de un Solo Sitio Especificado,A19 - TUBERCULOSIS MILIAR,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
142,A191,Tuberculosis Miliar Aguda de Sitios Multiples,A191 - Tuberculosis Miliar Aguda de Sitios Multiples,A19 - TUBERCULOSIS MILIAR,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
143,A192,"Tuberculosis Miliar Aguda, no Especificada","A192 - Tuberculosis Miliar Aguda, no Especificada",A19 - TUBERCULOSIS MILIAR,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
144,A198,Otras Tuberculosis Miliares,A198 - Otras Tuberculosis Miliares,A19 - TUBERCULOSIS MILIAR,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
145,A199,"Tuberculosis Miliar, sin otra Especificacion","A199 - Tuberculosis Miliar, sin otra Especificacion",A19 - TUBERCULOSIS MILIAR,(A15 - A19) TUBERCULOSIS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
146,A200,Peste Bubonica,A200 - Peste Bubonica,A20 - PESTE,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
147,A201,Peste Celulocutanea,A201 - Peste Celulocutanea,A20 - PESTE,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
148,A202,Peste Mumonica,A202 - Peste Mumonica,A20 - PESTE,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
149,A203,Meningitis por Peste,A203 - Meningitis por Peste,A20 - PESTE,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
150,A207,Peste Septicemica,A207 - Peste Septicemica,A20 - PESTE,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
151,A208,Otras Formas de Peste,A208 - Otras Formas de Peste,A20 - PESTE,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
152,A209,Peste no Especificada,A209 - Peste no Especificada,A20 - PESTE,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
153,A210,Tularemia Ulceroglandular,A210 - Tularemia Ulceroglandular,A21 - TULAREMIA,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
154,A211,Tularemia Oculoglandular,A211 - Tularemia Oculoglandular,A21 - TULAREMIA,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
155,A212,Tularemia Pulmonar,A212 - Tularemia Pulmonar,A21 - TULAREMIA,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
156,A213,Tularemia Gastrointestinal,A213 - Tularemia Gastrointestinal,A21 - TULAREMIA,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
157,A217,Tularemia Generalizada,A217 - Tularemia Generalizada,A21 - TULAREMIA,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
158,A218,Otras Formas de Tularemia,A218 - Otras Formas de Tularemia,A21 - TULAREMIA,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
159,A219,"Tularemia, no Especificada","A219 - Tularemia, no Especificada",A21 - TULAREMIA,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
160,A220,Carbunco Cutaneo,A220 - Carbunco Cutaneo,A22 - CARBUNCO [ANTRAX],(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
161,A221,Carbunco Pulmonar,A221 - Carbunco Pulmonar,A22 - CARBUNCO [ANTRAX],(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
162,A222,Carbunco Gastrointestinal,A222 - Carbunco Gastrointestinal,A22 - CARBUNCO [ANTRAX],(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
163,A227,Carbunco Septicemico,A227 - Carbunco Septicemico,A22 - CARBUNCO [ANTRAX],(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
164,A228,Otras Formas de Carbunco,A228 - Otras Formas de Carbunco,A22 - CARBUNCO [ANTRAX],(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
165,A229,"Carbunco, no Especificado","A229 - Carbunco, no Especificado",A22 - CARBUNCO [ANTRAX],(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
166,A230,Brucelosis debida a Brucella Melitensis,A230 - Brucelosis debida a Brucella Melitensis,A23 - BRUCELOSIS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
167,A231,Brucelosis debida a Brucella Abortus,A231 - Brucelosis debida a Brucella Abortus,A23 - BRUCELOSIS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
168,A232,Brucelosis debida a Brucella Suis,A232 - Brucelosis debida a Brucella Suis,A23 - BRUCELOSIS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
169,A233,Brucelosis debida a Brucella Canis,A233 - Brucelosis debida a Brucella Canis,A23 - BRUCELOSIS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
170,A238,Otras Brucelosis,A238 - Otras Brucelosis,A23 - BRUCELOSIS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
171,A239,Brucelosis no Especificada,A239 - Brucelosis no Especificada,A23 - BRUCELOSIS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
172,A240,Muermo,A240 - Muermo,A24 - MUERMO Y MELIOIDOSIS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
173,A241,Melioidosis Aguda y Fulminante,A241 - Melioidosis Aguda y Fulminante,A24 - MUERMO Y MELIOIDOSIS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
174,A242,Melioidosis Subaguda y Cronica,A242 - Melioidosis Subaguda y Cronica,A24 - MUERMO Y MELIOIDOSIS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
175,A243,Otras Melioidosis,A243 - Otras Melioidosis,A24 - MUERMO Y MELIOIDOSIS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
176,A244,"Melioidosis, no Especificada","A244 - Melioidosis, no Especificada",A24 - MUERMO Y MELIOIDOSIS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
177,A250,Espirilosis,A250 - Espirilosis,A25 - FIEBRES POR MORDEDURA DE RATA,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
